,ID_IMG,LABEL
0,../dataset/Positive/rotation clock.mp40000000000.jpg,1
1,../dataset/Positive/rotation clock.mp40000000001.jpg,1
2,../dataset/Positive/rotation clock.mp40000000002.jpg,1
3,../dataset/Positive/rotation clock.mp40000000003.jpg,1
4,../dataset/Positive/rotation clock.mp40000000004.jpg,1
5,../dataset/Positive/rotation clock.mp40000000005.jpg,1
6,../dataset/Positive/rotation clock.mp40000000006.jpg,1
7,../dataset/Positive/rotation clock.mp40000000007.jpg,1
8,../dataset/Positive/rotation clock.mp40000000008.jpg,1
9,../dataset/Positive/rotation clock.mp40000000009.jpg,1
10,../dataset/Positive/rotation clock.mp40000000010.jpg,1
11,../dataset/Positive/rotation clock.mp40000000011.jpg,1
12,../dataset/Positive/rotation clock.mp40000000012.jpg,1
13,../dataset/Positive/rotation clock.mp40000000013.jpg,1
14,../dataset/Positive/rotation clock.mp40000000014.jpg,1
15,../dataset/Positive/rotation clock.mp40000000015.jpg,1
16,../dataset/Positive/rotation clock.mp40000000016.jpg,1
17,../dataset/Positive/rotation clock.mp40000000017.jpg,1
18,../dataset/Positive/rotation clock.mp40000000018.jpg,1
19,../dataset/Positive/rotation clock.mp40000000019.jpg,1
20,../dataset/Positive/rotation clock.mp40000000020.jpg,1
21,../dataset/Positive/rotation clock.mp40000000021.jpg,1
22,../dataset/Positive/rotation clock.mp40000000022.jpg,1
23,../dataset/Positive/rotation clock.mp40000000023.jpg,1
24,../dataset/Positive/rotation clock.mp40000000024.jpg,1
25,../dataset/Positive/rotation clock.mp40000000025.jpg,1
26,../dataset/Positive/rotation clock.mp40000000026.jpg,1
27,../dataset/Positive/rotation clock.mp40000000027.jpg,1
28,../dataset/Positive/rotation clock.mp40000000028.jpg,1
29,../dataset/Positive/rotation clock.mp40000000029.jpg,1
30,../dataset/Positive/rotation clock.mp40000000030.jpg,1
31,../dataset/Positive/rotation clock.mp40000000031.jpg,1
32,../dataset/Positive/rotation clock.mp40000000032.jpg,1
33,../dataset/Positive/rotation clock.mp40000000033.jpg,1
34,../dataset/Positive/rotation clock.mp40000000034.jpg,1
35,../dataset/Positive/rotation clock.mp40000000035.jpg,1
36,../dataset/Positive/rotation clock.mp40000000036.jpg,1
37,../dataset/Positive/rotation clock.mp40000000037.jpg,1
38,../dataset/Positive/rotation clock.mp40000000038.jpg,1
39,../dataset/Positive/rotation clock.mp40000000039.jpg,1
40,../dataset/Positive/rotation clock.mp40000000040.jpg,1
41,../dataset/Positive/rotation clock.mp40000000041.jpg,1
42,../dataset/Positive/rotation clock.mp40000000042.jpg,1
43,../dataset/Positive/rotation clock.mp40000000043.jpg,1
44,../dataset/Positive/rotation clock.mp40000000044.jpg,1
45,../dataset/Positive/rotation clock.mp40000000045.jpg,1
46,../dataset/Positive/rotation clock.mp40000000046.jpg,1
47,../dataset/Positive/rotation clock.mp40000000047.jpg,1
48,../dataset/Positive/rotation clock.mp40000000048.jpg,1
49,../dataset/Positive/rotation clock.mp40000000049.jpg,1
50,../dataset/Positive/rotation clock.mp40000000050.jpg,1
51,../dataset/Positive/rotation clock.mp40000000051.jpg,1
52,../dataset/Positive/rotation clock.mp40000000052.jpg,1
53,../dataset/Positive/rotation clock.mp40000000053.jpg,1
54,../dataset/Positive/rotation clock.mp40000000054.jpg,1
55,../dataset/Positive/rotation clock.mp40000000055.jpg,1
56,../dataset/Positive/rotation clock.mp40000000056.jpg,1
57,../dataset/Positive/rotation clock.mp40000000057.jpg,1
58,../dataset/Positive/rotation clock.mp40000000058.jpg,1
59,../dataset/Positive/rotation clock.mp40000000059.jpg,1
60,../dataset/Positive/rotation_ballet.mp40000000000.jpg,1
61,../dataset/Positive/rotation_ballet.mp40000000001.jpg,1
62,../dataset/Positive/rotation_ballet.mp40000000002.jpg,1
63,../dataset/Positive/rotation_ballet.mp40000000003.jpg,1
64,../dataset/Positive/rotation_ballet.mp40000000004.jpg,1
65,../dataset/Positive/rotation_ballet.mp40000000005.jpg,1
66,../dataset/Positive/rotation_ballet.mp40000000006.jpg,1
67,../dataset/Positive/rotation_ballet.mp40000000007.jpg,1
68,../dataset/Positive/rotation_ballet.mp40000000008.jpg,1
69,../dataset/Positive/rotation_ballet.mp40000000009.jpg,1
70,../dataset/Positive/rotation_ballet.mp40000000010.jpg,1
71,../dataset/Positive/rotation_ballet.mp40000000011.jpg,1
72,../dataset/Positive/rotation_ballet.mp40000000012.jpg,1
73,../dataset/Positive/rotation_ballet.mp40000000013.jpg,1
74,../dataset/Positive/rotation_ballet.mp40000000014.jpg,1
75,../dataset/Positive/rotation_ballet.mp40000000015.jpg,1
76,../dataset/Positive/rotation_ballet.mp40000000016.jpg,1
77,../dataset/Positive/rotation_ballet.mp40000000017.jpg,1
78,../dataset/Positive/rotation_ballet.mp40000000018.jpg,1
79,../dataset/Positive/rotation_ballet.mp40000000019.jpg,1
80,../dataset/Positive/rotation_ballet.mp40000000020.jpg,1
81,../dataset/Positive/rotation_ballet.mp40000000021.jpg,1
82,../dataset/Positive/rotation_ballet.mp40000000022.jpg,1
83,../dataset/Positive/rotation_ballet.mp40000000023.jpg,1
84,../dataset/Positive/rotation_ballet.mp40000000024.jpg,1
85,../dataset/Positive/rotation_ballet.mp40000000025.jpg,1
86,../dataset/Positive/rotation_ballet.mp40000000026.jpg,1
87,../dataset/Positive/rotation_ballet.mp40000000027.jpg,1
88,../dataset/Positive/rotation_ballet.mp40000000028.jpg,1
89,../dataset/Positive/rotation_ballet.mp40000000029.jpg,1
90,../dataset/Positive/rotation_ballet.mp40000000030.jpg,1
91,../dataset/Positive/rotation_ballet.mp40000000031.jpg,1
92,../dataset/Positive/rotation_ballet.mp40000000032.jpg,1
93,../dataset/Positive/rotation_ballet.mp40000000033.jpg,1
94,../dataset/Positive/rotation_ballet.mp40000000034.jpg,1
95,../dataset/Positive/rotation_ballet.mp40000000035.jpg,1
96,../dataset/Positive/rotation_ballet.mp40000000036.jpg,1
97,../dataset/Positive/rotation_ballet.mp40000000037.jpg,1
98,../dataset/Positive/rotation_ballet.mp40000000038.jpg,1
99,../dataset/Positive/rotation_ballet.mp40000000039.jpg,1
100,../dataset/Positive/rotation_ballet.mp40000000040.jpg,1
101,../dataset/Positive/rotation_ballet.mp40000000041.jpg,1
102,../dataset/Positive/rotation_ballet.mp40000000042.jpg,1
103,../dataset/Positive/rotation_ballet.mp40000000043.jpg,1
104,../dataset/Positive/rotation_ballet.mp40000000044.jpg,1
105,../dataset/Positive/rotation_ballet.mp40000000045.jpg,1
106,../dataset/Positive/rotation_ballet.mp40000000046.jpg,1
107,../dataset/Positive/rotation_ballet.mp40000000047.jpg,1
108,../dataset/Positive/rotation_ballet.mp40000000048.jpg,1
109,../dataset/Positive/rotation_ballet.mp40000000049.jpg,1
110,../dataset/Positive/rotation_ballet.mp40000000050.jpg,1
111,../dataset/Positive/rotation_ballet.mp40000000051.jpg,1
112,../dataset/Positive/rotation_ballet.mp40000000052.jpg,1
113,../dataset/Positive/rotation_ballet.mp40000000053.jpg,1
114,../dataset/Positive/rotation_ballet.mp40000000054.jpg,1
115,../dataset/Positive/rotation_ballet.mp40000000055.jpg,1
116,../dataset/Positive/rotation_ballet.mp40000000056.jpg,1
117,../dataset/Positive/rotation_ballet.mp40000000057.jpg,1
118,../dataset/Positive/rotation_ballet.mp40000000058.jpg,1
119,../dataset/Positive/rotation_ballet.mp40000000059.jpg,1
120,../dataset/Positive/rotation_disk.mp40000000000.jpg,1
121,../dataset/Positive/rotation_disk.mp40000000001.jpg,1
122,../dataset/Positive/rotation_disk.mp40000000002.jpg,1
123,../dataset/Positive/rotation_disk.mp40000000003.jpg,1
124,../dataset/Positive/rotation_disk.mp40000000004.jpg,1
125,../dataset/Positive/rotation_disk.mp40000000005.jpg,1
126,../dataset/Positive/rotation_disk.mp40000000006.jpg,1
127,../dataset/Positive/rotation_disk.mp40000000007.jpg,1
128,../dataset/Positive/rotation_disk.mp40000000008.jpg,1
129,../dataset/Positive/rotation_disk.mp40000000009.jpg,1
130,../dataset/Positive/rotation_disk.mp40000000010.jpg,1
131,../dataset/Positive/rotation_disk.mp40000000011.jpg,1
132,../dataset/Positive/rotation_disk.mp40000000012.jpg,1
133,../dataset/Positive/rotation_disk.mp40000000013.jpg,1
134,../dataset/Positive/rotation_disk.mp40000000014.jpg,1
135,../dataset/Positive/rotation_disk.mp40000000015.jpg,1
136,../dataset/Positive/rotation_disk.mp40000000016.jpg,1
137,../dataset/Positive/rotation_disk.mp40000000017.jpg,1
138,../dataset/Positive/rotation_disk.mp40000000018.jpg,1
139,../dataset/Positive/rotation_disk.mp40000000019.jpg,1
140,../dataset/Positive/rotation_disk.mp40000000020.jpg,1
141,../dataset/Positive/rotation_disk.mp40000000021.jpg,1
142,../dataset/Positive/rotation_disk.mp40000000022.jpg,1
143,../dataset/Positive/rotation_disk.mp40000000023.jpg,1
144,../dataset/Positive/rotation_disk.mp40000000024.jpg,1
145,../dataset/Positive/rotation_disk.mp40000000025.jpg,1
146,../dataset/Positive/rotation_disk.mp40000000026.jpg,1
147,../dataset/Positive/rotation_disk.mp40000000027.jpg,1
148,../dataset/Positive/rotation_disk.mp40000000028.jpg,1
149,../dataset/Positive/rotation_disk.mp40000000029.jpg,1
150,../dataset/Positive/rotation_disk.mp40000000030.jpg,1
151,../dataset/Positive/rotation_disk.mp40000000031.jpg,1
152,../dataset/Positive/rotation_disk.mp40000000032.jpg,1
153,../dataset/Positive/rotation_disk.mp40000000033.jpg,1
154,../dataset/Positive/rotation_disk.mp40000000034.jpg,1
155,../dataset/Positive/rotation_disk.mp40000000035.jpg,1
156,../dataset/Positive/rotation_disk.mp40000000036.jpg,1
157,../dataset/Positive/rotation_disk.mp40000000037.jpg,1
158,../dataset/Positive/rotation_disk.mp40000000038.jpg,1
159,../dataset/Positive/rotation_disk.mp40000000039.jpg,1
160,../dataset/Positive/rotation_disk.mp40000000040.jpg,1
161,../dataset/Positive/rotation_disk.mp40000000041.jpg,1
162,../dataset/Positive/rotation_disk.mp40000000042.jpg,1
163,../dataset/Positive/rotation_disk.mp40000000043.jpg,1
164,../dataset/Positive/rotation_disk.mp40000000044.jpg,1
165,../dataset/Positive/rotation_disk.mp40000000045.jpg,1
166,../dataset/Positive/rotation_disk.mp40000000046.jpg,1
167,../dataset/Positive/rotation_disk.mp40000000047.jpg,1
168,../dataset/Positive/rotation_disk.mp40000000048.jpg,1
169,../dataset/Positive/rotation_disk.mp40000000049.jpg,1
170,../dataset/Positive/rotation_disk.mp40000000050.jpg,1
171,../dataset/Positive/rotation_disk.mp40000000051.jpg,1
172,../dataset/Positive/rotation_disk.mp40000000052.jpg,1
173,../dataset/Positive/rotation_disk.mp40000000053.jpg,1
174,../dataset/Positive/rotation_disk.mp40000000054.jpg,1
